EntryNumber,SequenceNumber,InUse,ParentEntryNumber,ParentSequenceNumber,ParentPath,FileName,Extension,FileSize,ReferenceCount,ReparseTarget,IsDirectory,HasAds,IsAds,SI<FN,uSecZeros,Copied,SiFlags,NameType,Created0x10,Created0x30,LastModified0x10,LastModified0x30,LastRecordChange0x10,LastRecordChange0x30,LastAccess0x10,LastAccess0x30,UpdateSequenceNumber,LogfileSequenceNumber,SecurityId,ObjectIdFileDroid,LoggedUtilStream,ZoneIdContents,SourceFile
70,47,True,5,5,.,TestFiles,,0,1,,True,False,False,False,False,False,None,Posix,2026-04-10 12:21:13.1719476,,2026-04-10 12:21:13.1719476,,2026-04-10 12:21:17.9347744,2026-04-10 12:21:13.1719476,2026-04-10 12:21:13.1719476,,40832,687890539,273,2bac342c-34d5-11f1-a5c0-e86f3838a0ef,,,D:\$MFT
71,5,True,5,5,.,New folder,,0,1,,True,False,False,False,False,False,None,Posix,2026-04-01 17:21:37.1527235,,2026-04-01 17:21:51.8523694,2026-04-01 17:21:37.1527235,2026-04-01 17:21:51.8523694,2026-04-01 17:21:37.1527235,2026-04-08 13:48:04.6982045,2026-04-01 17:21:37.1527235,0,656781196,273,eb506efc-2d34-11f1-a5bb-e86f3838a0ef,,,D:\$MFT
72,18,True,52,5,.\VirtualBox\Windows\Logs,VBox.log,.log,264571,1,,False,False,False,False,False,False,Archive|NotContentIndexed,Posix,2026-04-09 12:32:25.3508504,,2026-04-09 12:38:05.5186087,2026-04-09 12:32:25.3508504,2026-04-09 12:38:05.5186087,2026-04-09 12:32:25.3508504,2026-04-09 12:38:05.5186087,2026-04-09 12:32:25.3508504,37512,662585053,282,,,,D:\$MFT
73,8,True,53,8,.\VirtualBox\Windows\Snapshots,{ad5e8c91-a0d7-4462-b909-bbbec4b713e4}.vdi,.vdi,1708130304,1,,False,False,False,False,False,False,Archive|NotContentIndexed,Posix,2026-04-02 12:42:29.8888420,,2026-04-02 12:55:50.9124324,2026-04-02 12:42:29.8888420,2026-04-02 12:55:50.9124324,2026-04-02 12:42:29.8888420,2026-04-09 12:35:11.8080279,2026-04-02 12:42:29.8888420,0,662591186,278,,,,D:\$MFT
74,3,True,53,8,.\VirtualBox\Windows\Snapshots,2026-04-01T17-40-14-433511900Z.sav,.sav,4410655082,1,,False,False,False,False,False,False,Archive|NotContentIndexed,Posix,2026-04-01 17:40:14.5543480,,2026-04-01 17:40:58.6010631,2026-04-01 17:40:14.5543480,2026-04-01 17:40:58.6010631,2026-04-01 17:40:14.5543480,2026-04-09 12:40:11.2919067,2026-04-01 17:40:14.5543480,0,662591462,278,,,,D:\$MFT
75,32,True,53,8,.\VirtualBox\Windows\Snapshots,{53bb35fa-cd07-48cf-87e4-ba825a0f4cef}.vdi,.vdi,3458203648,1,,False,False,False,False,False,False,Archive|NotContentIndexed,Posix,2026-04-02 12:55:50.7736384,,2026-04-07 18:18:44.5161387,2026-04-02 12:55:50.7736384,2026-04-07 18:18:44.5161387,2026-04-02 12:55:50.7736384,2026-04-09 12:35:11.9303888,2026-04-02 12:55:50.7736384,0,662591220,278,,,,D:\$MFT
76,4,True,44,17,.\Downloads,Oracle_VirtualBox_Extension_Pack-7.2.6.vbox-extpack,.vbox-extpack,20040709,1,,False,True,False,False,False,False,Archive,Posix,2026-04-01 18:01:44.8516682,,2026-04-01 18:01:48.9382088,2026-04-01 18:01:46.0565898,2026-04-01 18:01:48.9382088,2026-04-01 18:01:48.7792895,2026-04-01 18:01:48.9382088,2026-04-01 18:01:46.0565898,0,510771944,278,,,,D:\$MFT
76,4,True,44,17,.\Downloads,Oracle_VirtualBox_Extension_Pack-7.2.6.vbox-extpack:Zone.Identifier,.Identifier,177,1,,False,False,True,False,False,False,Archive,Posix,2026-04-01 18:01:44.8516682,,2026-04-01 18:01:48.9382088,2026-04-01 18:01:46.0565898,2026-04-01 18:01:48.9382088,2026-04-01 18:01:48.7792895,2026-04-01 18:01:48.9382088,2026-04-01 18:01:46.0565898,0,510771944,278,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://www.virtualbox.org/
HostUrl=https://download.virtualbox.org/virtualbox/7.2.6/Oracle_VirtualBox_Extension_Pack-7.2.6.vbox-extpack
",D:\$MFT
77,13,True,53,8,.\VirtualBox\Windows\Snapshots,{527cc7f9-bb6b-4289-b3cd-713e550d566e}.vdi,.vdi,1506803712,1,,False,False,False,False,False,False,Archive|NotContentIndexed,Posix,2026-04-01 18:47:54.6264535,,2026-04-01 19:17:53.1899515,2026-04-01 18:47:54.6264535,2026-04-01 19:17:53.1899515,2026-04-01 18:47:54.6264535,2026-04-09 12:35:11.8626698,2026-04-01 18:47:54.6264535,0,662591152,278,,,,D:\$MFT
78,3,True,53,8,.\VirtualBox\Windows\Snapshots,2026-04-01T19-17-53-078120600Z.sav,.sav,1138453443,1,,False,False,False,False,False,False,Archive|NotContentIndexed,Posix,2026-04-01 19:17:53.2877452,,2026-04-01 19:18:04.2325918,2026-04-01 19:17:53.2877452,2026-04-01 19:18:04.2325918,2026-04-01 19:17:53.2877452,2026-04-02 12:42:57.8037073,2026-04-01 19:17:53.2877452,0,555002609,278,,,,D:\$MFT
79,6,True,47,6,.\VirtualBox,WindowsNew,,0,1,,True,False,False,False,False,False,None,Posix,2026-04-01 19:47:09.5634568,,2026-04-01 19:54:44.9167848,2026-04-01 19:47:09.5634568,2026-04-01 19:54:44.9167848,2026-04-01 19:47:09.5634568,2026-04-13 12:27:47.6030680,2026-04-01 19:47:09.5634568,0,687900577,273,,,,D:\$MFT
80,2,True,71,5,.\New folder,install.res.2052.dll,.dll,75792,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:03:18.0000000,,2007-11-07 13:03:18.0000000,,2026-04-01 17:21:51.7904724,2026-03-02 17:42:44.1430519,2026-03-02 17:42:44.1430519,,0,509798059,277,,,,D:\$MFT
81,1,True,71,5,.\New folder,install.res.1028.dll,.dll,76304,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:03:18.0000000,,2007-11-07 13:03:18.0000000,,2026-04-01 17:21:51.7684235,2026-03-02 17:42:44.1454685,2026-04-01 17:21:45.1618839,,0,509795911,277,,,,D:\$MFT
82,1,True,71,5,.\New folder,install.res.1031.dll,.dll,96272,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:03:18.0000000,,2007-11-07 13:03:18.0000000,,2026-04-01 17:21:51.7724348,2026-03-02 17:42:44.1470516,2026-04-01 13:24:48.7707934,,0,509796213,277,,,,D:\$MFT
83,1,True,71,5,.\New folder,install.res.1033.dll,.dll,91152,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:03:18.0000000,,2007-11-07 13:03:18.0000000,,2026-04-01 17:21:51.7758690,2026-03-02 17:42:44.1490635,2026-03-02 21:02:18.9415063,,0,509796523,277,,,,D:\$MFT
84,1,True,71,5,.\New folder,install.res.3082.dll,.dll,96272,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:03:18.0000000,,2007-11-07 13:03:18.0000000,,2026-04-01 17:21:51.7932511,2026-03-02 17:42:44.1754647,2026-03-02 17:42:44.1754647,,0,509798361,277,,,,D:\$MFT
85,1,True,71,5,.\New folder,install.res.1036.dll,.dll,97296,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:03:18.0000000,,2007-11-07 13:03:18.0000000,,2026-04-01 17:21:51.7788214,2026-03-02 17:42:44.1781354,2026-03-02 17:42:44.1781354,,0,509796825,277,,,,D:\$MFT
86,1,True,71,5,.\New folder,install.res.1040.dll,.dll,95248,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:03:18.0000000,,2007-11-07 13:03:18.0000000,,2026-04-01 17:21:51.7816162,2026-03-02 17:42:44.1801013,2026-04-01 17:21:45.1282772,2026-04-01 17:21:45.1272382,0,509797135,277,,,,D:\$MFT
87,1,True,71,5,.\New folder,install.res.1041.dll,.dll,81424,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:03:18.0000000,,2007-11-07 13:03:18.0000000,,2026-04-01 17:21:51.7844048,2026-03-02 17:42:44.1821030,2026-04-01 13:30:24.9440086,,0,509797447,277,,,,D:\$MFT
88,1,True,71,5,.\New folder,install.res.1042.dll,.dll,79888,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:03:18.0000000,,2007-11-07 13:03:18.0000000,,2026-04-01 17:21:51.7876944,2026-03-02 17:42:44.1856967,2026-03-02 17:42:44.1856967,,0,509797749,277,,,,D:\$MFT
89,1,True,71,5,.\New folder,eula.2052.txt,.txt,17734,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:00:40.0000000,,2007-11-07 13:00:40.0000000,,2026-04-01 17:21:51.7510896,2026-03-02 17:42:44.1886103,2026-03-02 17:45:17.3102387,2026-03-02 17:42:44.1886103,0,509794136,277,,,,D:\$MFT
90,1,True,71,5,.\New folder,eula.1028.txt,.txt,17734,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:00:40.0000000,,2007-11-07 13:00:40.0000000,,2026-04-01 17:21:51.8346769,2026-03-02 17:42:44.1913774,2026-03-02 17:45:17.3092401,2026-03-02 17:42:44.1913774,0,509799676,277,,,,D:\$MFT
91,1,True,71,5,.\New folder,eula.1031.txt,.txt,17734,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:00:40.0000000,,2007-11-07 13:00:40.0000000,,2026-04-01 17:21:51.8380644,2026-03-02 17:42:44.1931025,2026-03-02 17:45:17.3092401,2026-03-02 17:42:44.1931025,0,509799980,277,,,,D:\$MFT
92,1,True,71,5,.\New folder,eula.1033.txt,.txt,10134,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:00:40.0000000,,2007-11-07 13:00:40.0000000,,2026-04-01 17:21:51.8405598,2026-03-02 17:42:44.1971017,2026-03-02 17:45:17.3052392,2026-03-02 17:42:44.1971017,0,509800274,277,,,,D:\$MFT
93,1,True,71,5,.\New folder,eula.3082.txt,.txt,17734,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:00:40.0000000,,2007-11-07 13:00:40.0000000,,2026-04-01 17:21:51.7537345,2026-03-09 12:52:28.6199643,2026-03-09 12:52:29.0158101,,0,509794438,277,d6b97868-1bb3-11f1-a5b1-e86f3838a0ef,,,D:\$MFT
94,1,True,71,5,.\New folder,eula.1036.txt,.txt,17734,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:00:40.0000000,,2007-11-07 13:00:40.0000000,,2026-04-01 17:21:51.8432307,2026-03-02 20:31:47.0025981,2026-03-02 20:31:47.0995638,,0,509800581,277,d1a9f3b9-1651-11f1-a5af-e86f3838a0ef,,,D:\$MFT
95,1,True,71,5,.\New folder,eula.1040.txt,.txt,17734,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:00:40.0000000,,2007-11-07 13:00:40.0000000,,2026-04-01 17:21:51.8458876,2026-03-02 17:42:44.2052044,2026-03-02 17:45:17.3072431,2026-03-02 17:42:44.2052044,0,509800925,277,,,,D:\$MFT
96,1,True,71,5,.\New folder,eula.1041.txt,.txt,118,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:00:40.0000000,,2007-11-07 13:00:40.0000000,,2026-04-01 17:21:51.8498713,2026-03-02 17:42:44.2082296,2026-03-02 17:45:17.3062367,2026-03-02 17:42:44.2082296,0,509801227,277,,,,D:\$MFT
97,1,True,71,5,.\New folder,eula.1042.txt,.txt,17734,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:00:40.0000000,,2007-11-07 13:00:40.0000000,,2026-04-01 17:21:51.8523694,2026-03-02 20:32:13.9753112,2026-03-02 20:32:14.0628105,,0,509801529,277,d1a9f3e2-1651-11f1-a5af-e86f3838a0ef,,,D:\$MFT
98,1,True,71,5,.\New folder,globdata.ini,.ini,1110,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:00:40.0000000,,2007-11-07 13:00:40.0000000,,2026-04-01 17:21:51.7988090,2026-03-02 17:42:44.2131010,2026-04-01 17:21:51.8154962,2026-03-02 17:42:44.2131010,0,509799026,277,,,,D:\$MFT
99,1,True,71,5,.\New folder,install.exe,.exe,562688,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:03:18.0000000,,2007-11-07 13:03:18.0000000,,2026-04-01 17:21:51.7656477,2026-03-02 17:42:44.2151026,2026-04-01 17:21:51.6384618,2026-04-01 17:21:23.8883840,0,509795316,277,,,,D:\$MFT
100,1,True,71,5,.\New folder,install.ini,.ini,843,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:00:40.0000000,,2007-11-07 13:00:40.0000000,,2026-04-01 17:21:51.8230065,2026-03-02 17:42:44.2191527,2026-04-01 17:21:51.8255094,2026-03-02 17:42:44.2191527,0,509799375,277,,,,D:\$MFT
101,1,True,71,5,.\New folder,VC_RED.MSI,.MSI,232960,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:12:28.0000000,,2007-11-07 13:12:28.0000000,,2026-04-01 17:21:51.7589493,2026-03-02 17:42:44.2211025,2026-04-01 17:21:50.8553507,,0,509794728,277,,,,D:\$MFT
102,1,True,71,5,.\New folder,vcredist.bmp,.bmp,5686,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:00:40.0000000,,2007-11-07 13:00:40.0000000,,2026-04-01 17:21:51.7960128,2026-03-02 20:32:05.3640332,2026-04-01 13:30:43.9189900,2026-04-01 13:23:01.6812201,0,509798663,277,d1a9f3ce-1651-11f1-a5af-e86f3838a0ef,,,D:\$MFT
103,1,True,71,5,.\New folder,VC_RED.cab,.cab,1442522,1,,False,False,False,False,True,False,Archive,Posix,2007-11-07 13:09:22.0000000,,2007-11-07 13:09:22.0000000,,2026-04-01 17:21:51.7615993,2026-03-02 17:42:44.2261052,2026-03-02 17:45:17.3124514,2026-03-02 17:42:44.2261052,0,509795026,277,,,,D:\$MFT
104,2,True,79,6,.\VirtualBox\WindowsNew,WindowsNew.vdi,.vdi,1025507328,1,,False,False,False,False,False,False,Archive|NotContentIndexed,Posix,2026-04-01 19:47:09.5777737,,2026-04-01 19:54:41.8099596,2026-04-01 19:47:09.5777737,2026-04-01 19:54:41.8099596,2026-04-01 19:47:09.5777737,2026-04-02 12:03:45.1594779,2026-04-01 19:47:09.5777737,0,553682087,278,,,,D:\$MFT
105,3,True,79,6,.\VirtualBox\WindowsNew,Unattended-3a801269-7d1c-4c10-8d28-30f1876829ed-autounattend.xml,.xml,11007,1,,False,False,False,False,False,False,Archive,Posix,2026-04-01 19:47:10.1459012,,2026-04-01 19:47:10.1459012,,2026-04-01 19:47:10.1459012,,2026-04-01 19:48:16.9558523,2026-04-01 19:47:10.1459012,0,520821784,278,,,,D:\$MFT
106,4,True,79,6,.\VirtualBox\WindowsNew,WindowsNew.vbox,.vbox,3157,1,,False,False,False,False,False,False,Archive,Posix,2026-04-01 19:54:44.8672762,,2026-04-01 19:54:44.8672762,,2026-04-01 19:54:44.9167848,2026-04-01 19:54:44.8672762,2026-04-02 12:03:44.8310273,2026-04-01 19:54:44.8672762,0,553681885,278,,,,D:\$MFT
107,2,True,79,6,.\VirtualBox\WindowsNew,Logs,,0,1,,True,False,False,False,False,False,NotContentIndexed,Posix,2026-04-01 19:47:10.2385693,,2026-04-01 19:47:22.8151950,2026-04-01 19:47:10.2385693,2026-04-01 19:47:22.8151950,2026-04-01 19:47:10.2385693,2026-04-13 12:27:47.6039149,2026-04-01 19:47:10.2385693,0,687898691,273,,,,D:\$MFT
108,1,True,79,6,.\VirtualBox\WindowsNew,Unattended-3a801269-7d1c-4c10-8d28-30f1876829ed-VBOXPOST.CMD,.CMD,4264,1,,False,False,False,False,False,False,Archive,Posix,2026-04-01 19:47:10.1650244,,2026-04-01 19:47:10.1698307,2026-04-01 19:47:10.1650244,2026-04-01 19:47:10.1698307,2026-04-01 19:47:10.1650244,2026-04-01 19:47:10.1698307,2026-04-01 19:47:10.1650244,0,520550215,278,,,,D:\$MFT
109,1,True,79,6,.\VirtualBox\WindowsNew,Unattended-3a801269-7d1c-4c10-8d28-30f1876829ed-aux-iso.viso,.viso,1024,1,,False,False,False,False,False,False,Archive,Posix,2026-04-01 19:47:10.1698307,,2026-04-01 19:47:10.1708325,2026-04-01 19:47:10.1698307,2026-04-01 19:47:10.1708325,2026-04-01 19:47:10.1698307,2026-04-02 12:03:45.0500478,2026-04-01 19:47:10.1698307,0,553681969,278,,,,D:\$MFT
110,52,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$IKDI0OD.docx,.docx,134,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 13:56:50.7125585,,2026-04-08 13:56:50.7125585,,2026-04-08 13:56:50.7125585,,2026-04-13 11:31:26.4239005,2026-04-08 13:56:50.7125585,1752,687895777,271,,,,D:\$MFT
111,1,True,107,2,.\VirtualBox\WindowsNew\Logs,VBoxHardening.log,.log,494328,1,,False,False,False,False,False,False,Archive|NotContentIndexed,Posix,2026-04-01 19:47:10.2662906,,2026-04-01 19:54:47.0643651,2026-04-01 19:47:10.2662906,2026-04-01 19:54:47.0643651,2026-04-01 19:47:10.2662906,2026-04-01 19:54:47.0833652,2026-04-01 19:47:10.2662906,0,520792438,278,,,,D:\$MFT
112,1,True,107,2,.\VirtualBox\WindowsNew\Logs,VBox.log,.log,269218,1,,False,False,False,False,False,False,Archive|NotContentIndexed,Posix,2026-04-01 19:47:22.8151950,,2026-04-01 19:54:46.3986873,2026-04-01 19:47:22.8151950,2026-04-01 19:54:46.3986873,2026-04-01 19:47:22.8151950,2026-04-01 19:54:46.3986873,2026-04-01 19:47:22.8151950,0,520792410,278,,,,D:\$MFT
113,2,True,79,6,.\VirtualBox\WindowsNew,WindowsNew.vbox-prev,.vbox-prev,3712,1,,False,False,False,False,False,False,Archive,Posix,2026-04-01 19:54:44.5543173,,2026-04-01 19:54:44.5553280,,2026-04-01 19:54:44.9158539,2026-04-01 19:54:44.5936228,2026-04-01 19:54:44.5553280,,0,520791267,278,,,,D:\$MFT
114,5,True,53,8,.\VirtualBox\Windows\Snapshots,2026-04-02T12-55-50-496469000Z.sav,.sav,2330645472,1,,False,False,False,False,False,False,Archive|NotContentIndexed,Posix,2026-04-02 12:55:51.0150957,,2026-04-02 12:56:13.8271631,2026-04-02 12:55:51.0150957,2026-04-02 12:56:13.8271631,2026-04-02 12:55:51.0150957,2026-04-02 12:56:13.8271631,2026-04-02 12:55:51.0150957,0,554535879,278,,,,D:\$MFT
115,10,True,44,17,.\Downloads,ch10  part2 more on paging sp 2025.pptx,.pptx,2217348,1,,False,True,False,False,False,False,Archive,Posix,2026-04-02 17:00:29.7090419,,2026-04-02 17:00:33.3137419,2026-04-02 17:00:29.8226767,2026-04-02 17:00:44.4512689,2026-04-02 17:00:32.5645138,2026-04-02 17:00:45.5129620,2026-04-02 17:00:29.8226767,0,555002905,278,97aa61c9-2e80-11f1-a5bc-e86f3838a0ef,,,D:\$MFT
115,10,True,44,17,.\Downloads,ch10  part2 more on paging sp 2025.pptx:Zone.Identifier,.Identifier,97,1,,False,False,True,False,False,False,Archive,Posix,2026-04-02 17:00:29.7090419,,2026-04-02 17:00:33.3137419,2026-04-02 17:00:29.8226767,2026-04-02 17:00:44.4512689,2026-04-02 17:00:32.5645138,2026-04-02 17:00:45.5129620,2026-04-02 17:00:29.8226767,0,555002905,278,97aa61c9-2e80-11f1-a5bc-e86f3838a0ef,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://easternct.blackboard.com/
HostUrl=about:internet
",D:\$MFT
116,14,True,53,8,.\VirtualBox\Windows\Snapshots,{ccfaaea6-7306-4c6e-a3b2-bd4aff2a91dc}.vdi,.vdi,40240152576,1,,False,False,False,False,False,False,Archive|NotContentIndexed,Posix,2026-04-07 18:18:44.5082208,,2026-04-09 12:38:02.5451670,2026-04-07 18:18:44.5082208,2026-04-09 12:38:02.5451670,2026-04-07 18:18:44.5082208,2026-04-09 12:38:03.7114091,2026-04-07 18:18:44.5082208,36400,662591254,278,,,,D:\$MFT
117,14,True,53,8,.\VirtualBox\Windows\Snapshots,2026-04-07T18-18-44-266710500Z.sav,.sav,3054217709,1,,False,False,False,False,False,False,Archive|NotContentIndexed,Posix,2026-04-07 18:18:44.7223611,,2026-04-07 18:19:31.5542518,2026-04-07 18:18:44.7223611,2026-04-07 18:19:31.5542518,2026-04-07 18:18:44.7223611,2026-04-07 18:19:31.5542518,2026-04-07 18:18:44.7223611,0,621626290,278,,,,D:\$MFT
118,4,True,5,5,.,RandomFiles,,0,1,,True,False,False,False,False,False,NotContentIndexed,Posix,2026-04-07 19:25:25.5381164,,2026-04-07 19:27:53.7487939,2026-04-07 19:25:25.5381164,2026-04-07 19:27:53.7487939,2026-04-07 19:25:25.5381164,2026-04-08 12:19:46.9732675,2026-04-07 19:25:25.5381164,0,655472105,273,68e31935-326e-11f1-a5be-e86f3838a0ef,,,D:\$MFT
119,1,True,118,4,.\RandomFiles,adksetup.exe,.exe,2234632,1,,False,False,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.5517908,,2026-04-01 19:58:31.4487035,2026-04-07 19:25:25.5517908,2026-04-01 19:58:42.6112182,2026-04-07 19:25:25.5517908,2026-04-08 12:19:34.9046909,2026-04-07 19:25:25.5517908,0,655322406,279,,,,D:\$MFT
120,1,True,118,4,.\RandomFiles,Assignment3Sp26.docx,.docx,22226,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.6039205,,2026-04-01 11:37:50.9703557,2026-04-07 19:25:25.6039205,2026-04-01 11:37:52.3707906,2026-04-07 19:25:25.6039205,2026-04-07 19:25:25.6068486,2026-04-07 19:25:25.6039205,0,622679653,279,,,,D:\$MFT
120,1,True,118,4,.\RandomFiles,Assignment3Sp26.docx:Zone.Identifier,.Identifier,97,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.6039205,,2026-04-01 11:37:50.9703557,2026-04-07 19:25:25.6039205,2026-04-01 11:37:52.3707906,2026-04-07 19:25:25.6039205,2026-04-07 19:25:25.6068486,2026-04-07 19:25:25.6039205,0,622679653,279,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://easternct.blackboard.com/
HostUrl=about:internet
",D:\$MFT
121,1,True,118,4,.\RandomFiles,"Brian Carrier - File System Forensic Analysis (2005, Addison-Wesley) - libgen.li.pdf",.pdf,3472814,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.6215348,,2026-04-02 17:19:26.5254822,2026-04-07 19:25:25.6215348,2026-04-02 17:19:26.5254822,2026-04-07 19:25:25.6215348,2026-04-07 19:25:25.6321827,2026-04-07 19:25:25.6215348,0,622679877,279,,,,D:\$MFT
121,1,True,118,4,.\RandomFiles,"Brian Carrier - File System Forensic Analysis (2005, Addison-Wesley) - libgen.li.pdf:Zone.Identifier",.Identifier,243,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.6215348,,2026-04-02 17:19:26.5254822,2026-04-07 19:25:25.6215348,2026-04-02 17:19:26.5254822,2026-04-07 19:25:25.6215348,2026-04-07 19:25:25.6321827,2026-04-07 19:25:25.6215348,0,622679877,279,,,"[ZoneTransfer]
ZoneId=3
HostUrl=https://drive.usercontent.google.com/download?id=16TEHiOKt3gCnAlfzsygXba7IbvIHJROe&export=download&authuser=0&confirm=t&uuid=afb59689-5e5f-48b7-bc31-1cc2011bae34&at=AGN2oQ1SsjzxpqNSiTFHeV_Fl-6U:1775150358611
",D:\$MFT
122,1,True,118,4,.\RandomFiles,COMPLETED Outline (1).docx,.docx,31709,1,,False,False,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.6474848,,2026-04-02 11:10:17.1128136,2026-04-07 19:25:25.6474848,2026-04-02 11:10:17.1570388,2026-04-07 19:25:25.6474848,2026-04-07 19:25:25.6504258,2026-04-07 19:25:25.6474848,0,622679681,279,,,,D:\$MFT
123,1,True,118,4,.\RandomFiles,COMPLETED Quiz 4 Cyber.pdf,.pdf,3185345,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.6617185,,2026-03-30 14:55:45.0507707,2026-04-07 19:25:25.6617185,2026-03-30 14:56:12.7057654,2026-04-07 19:25:25.6617185,2026-04-07 19:25:25.6733144,2026-04-07 19:25:25.6617185,0,622680119,279,,,,D:\$MFT
123,1,True,118,4,.\RandomFiles,COMPLETED Quiz 4 Cyber.pdf:Zone.Identifier,.Identifier,1536,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.6617185,,2026-03-30 14:55:45.0507707,2026-04-07 19:25:25.6617185,2026-03-30 14:56:12.7057654,2026-04-07 19:25:25.6617185,2026-04-07 19:25:25.6733144,2026-04-07 19:25:25.6617185,0,622680119,279,,,(Zone.Identifier data is non-resident),D:\$MFT
