EntryNumber,SequenceNumber,InUse,ParentEntryNumber,ParentSequenceNumber,ParentPath,FileName,Extension,FileSize,ReferenceCount,ReparseTarget,IsDirectory,HasAds,IsAds,SI<FN,uSecZeros,Copied,SiFlags,NameType,Created0x10,Created0x30,LastModified0x10,LastModified0x30,LastRecordChange0x10,LastRecordChange0x30,LastAccess0x10,LastAccess0x30,UpdateSequenceNumber,LogfileSequenceNumber,SecurityId,ObjectIdFileDroid,LoggedUtilStream,ZoneIdContents,SourceFile
124,1,True,118,4,.\RandomFiles,DSCN0076.JPG,.JPG,0,1,,False,False,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.6894509,,2026-03-31 12:56:18.5305463,2026-04-07 19:25:25.6894509,2026-03-31 12:56:31.2484087,2026-04-07 19:25:25.6894509,2026-04-07 19:25:25.6894509,,0,622673215,279,,,,D:\$MFT
125,1,True,118,4,.\RandomFiles,DynamicProgrammingExample (1).docx,.docx,31013,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.7010328,,2026-04-02 18:47:10.1664956,2026-04-07 19:25:25.7010328,2026-04-02 18:51:10.0255382,2026-04-07 19:25:25.7010328,2026-04-07 19:25:25.7053301,2026-04-07 19:25:25.7010328,0,622679765,279,,,,D:\$MFT
125,1,True,118,4,.\RandomFiles,DynamicProgrammingExample (1).docx:Zone.Identifier,.Identifier,165,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.7010328,,2026-04-02 18:47:10.1664956,2026-04-07 19:25:25.7010328,2026-04-02 18:51:10.0255382,2026-04-07 19:25:25.7010328,2026-04-07 19:25:25.7053301,2026-04-07 19:25:25.7010328,0,622679765,279,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://gdancik.github.io/CSC-314/notes/
HostUrl=https://gdancik.github.io/CSC-314/data/notes/DynamicProgrammingExample.docx
",D:\$MFT
126,1,True,118,4,.\RandomFiles,DynamicProgrammingExample.docx,.docx,51697,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.7201379,,2026-03-31 18:53:57.1227144,2026-04-07 19:25:25.7201379,2026-03-31 18:53:57.1293799,2026-04-07 19:25:25.7201379,2026-04-08 12:19:36.7901846,2026-04-07 19:25:25.7201379,0,655472169,279,,,,D:\$MFT
126,1,True,118,4,.\RandomFiles,DynamicProgrammingExample.docx:Zone.Identifier,.Identifier,165,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.7201379,,2026-03-31 18:53:57.1227144,2026-04-07 19:25:25.7201379,2026-03-31 18:53:57.1293799,2026-04-07 19:25:25.7201379,2026-04-08 12:19:36.7901846,2026-04-07 19:25:25.7201379,0,655472169,279,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://gdancik.github.io/CSC-314/notes/
HostUrl=https://gdancik.github.io/CSC-314/data/notes/DynamicProgrammingExample.docx
",D:\$MFT
127,1,True,118,4,.\RandomFiles,Windows_ADK_10.1.26100.2454_Update_KB5079391,,0,1,,True,False,False,False,False,False,NotContentIndexed,Posix,2026-04-07 19:25:25.7384372,,2026-04-07 19:25:26.0837405,2026-04-07 19:25:25.7384372,2026-04-07 19:25:26.0837405,2026-04-07 19:25:25.7384372,2026-04-08 12:19:51.8387179,2026-04-07 19:25:25.7384372,0,655472203,273,,,,D:\$MFT
128,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,Appman Sequencer on amd64-x64_en-us.msp,.msp,91561984,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.7489237,,2026-03-24 20:29:26.0000000,2026-04-07 19:25:25.7489237,2026-04-01 20:03:38.6857105,2026-04-07 19:25:25.7489237,2026-04-07 19:25:25.8921795,2026-04-07 19:25:25.7489237,0,622688119,279,,,,D:\$MFT
128,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,Appman Sequencer on amd64-x64_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.7489237,,2026-03-24 20:29:26.0000000,2026-04-07 19:25:25.7489237,2026-04-01 20:03:38.6857105,2026-04-07 19:25:25.7489237,2026-04-07 19:25:25.8921795,2026-04-07 19:25:25.7489237,0,622688119,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
129,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,Appman Sequencer on x86-x86_en-us.msp,.msp,84307968,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.9040763,,2026-03-24 20:29:20.0000000,2026-04-07 19:25:25.9040763,2026-04-01 20:03:39.4868283,2026-04-07 19:25:25.9040763,2026-04-07 19:25:26.0143548,2026-04-07 19:25:25.9040763,0,622690685,279,,,,D:\$MFT
129,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,Appman Sequencer on x86-x86_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:25.9040763,,2026-03-24 20:29:20.0000000,2026-04-07 19:25:25.9040763,2026-04-01 20:03:39.4868283,2026-04-07 19:25:25.9040763,2026-04-07 19:25:26.0143548,2026-04-07 19:25:25.9040763,0,622690685,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
130,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,OA3Tool-x86_en-us.msp,.msp,1634304,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:26.0212470,,2026-03-24 20:29:17.0000000,2026-04-07 19:25:26.0212470,2026-04-01 20:03:39.5025000,2026-04-07 19:25:26.0212470,2026-04-07 19:25:26.0261249,2026-04-07 19:25:26.0212470,0,622681504,279,,,,D:\$MFT
130,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,OA3Tool-x86_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:26.0212470,,2026-03-24 20:29:17.0000000,2026-04-07 19:25:26.0212470,2026-04-01 20:03:39.5025000,2026-04-07 19:25:26.0212470,2026-04-07 19:25:26.0261249,2026-04-07 19:25:26.0212470,0,622681504,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
131,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,OACheck-x86_en-us.msp,.msp,1462272,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:26.0329642,,2026-03-24 20:29:17.0000000,2026-04-07 19:25:26.0329642,2026-04-01 20:03:39.5146110,2026-04-07 19:25:26.0329642,2026-04-07 19:25:26.0378474,2026-04-07 19:25:26.0329642,0,622681588,279,,,,D:\$MFT
131,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,OACheck-x86_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:26.0329642,,2026-03-24 20:29:17.0000000,2026-04-07 19:25:26.0329642,2026-04-01 20:03:39.5146110,2026-04-07 19:25:26.0329642,2026-04-07 19:25:26.0378474,2026-04-07 19:25:26.0329642,0,622681588,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
132,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,OATool-x86_en-us.msp,.msp,258048,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:26.0607183,,2026-03-24 20:29:17.0000000,2026-04-07 19:25:26.0607183,2026-04-01 20:03:39.5193261,2026-04-07 19:25:26.0607183,2026-04-07 19:25:26.0642021,2026-04-07 19:25:26.0607183,0,622681624,279,,,,D:\$MFT
132,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,OATool-x86_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:26.0607183,,2026-03-24 20:29:17.0000000,2026-04-07 19:25:26.0607183,2026-04-01 20:03:39.5193261,2026-04-07 19:25:26.0607183,2026-04-07 19:25:26.0642021,2026-04-07 19:25:26.0607183,0,622681624,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
133,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,Volume Activation Management Tool-x86_en-us.msp,.msp,864256,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:26.0720197,,2026-03-24 20:29:17.0000000,2026-04-07 19:25:26.0720197,2026-04-01 20:03:39.5285044,2026-04-07 19:25:26.0720197,2026-04-07 19:25:26.0749435,2026-04-07 19:25:26.0720197,0,622681652,279,,,,D:\$MFT
133,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,Volume Activation Management Tool-x86_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:26.0720197,,2026-03-24 20:29:17.0000000,2026-04-07 19:25:26.0720197,2026-04-01 20:03:39.5285044,2026-04-07 19:25:26.0720197,2026-04-07 19:25:26.0749435,2026-04-07 19:25:26.0720197,0,622681652,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
134,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,Windows System Image Manager-x86_en-us.msp,.msp,33853440,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:26.0837405,,2026-03-24 20:29:20.0000000,2026-04-07 19:25:26.0837405,2026-04-01 20:03:39.8688643,2026-04-07 19:25:26.0837405,2026-04-07 19:25:26.1221527,2026-04-07 19:25:26.0837405,0,622684440,279,,,,D:\$MFT
134,1,True,127,1,.\RandomFiles\Windows_ADK_10.1.26100.2454_Update_KB5079391,Windows System Image Manager-x86_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-07 19:25:26.0837405,,2026-03-24 20:29:20.0000000,2026-04-07 19:25:26.0837405,2026-04-01 20:03:39.8688643,2026-04-07 19:25:26.0837405,2026-04-07 19:25:26.1221527,2026-04-07 19:25:26.0837405,0,622684440,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
135,1,True,118,4,.\RandomFiles,Laserfw2018guide.pdf,.pdf,0,1,,False,False,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:55.7233517,,2026-03-31 12:55:05.1336506,2026-04-07 19:26:55.7233517,2026-03-31 12:55:21.8942066,2026-04-07 19:26:55.7233517,2026-04-07 19:26:55.7233517,,0,622696525,279,,,,D:\$MFT
136,1,True,118,4,.\RandomFiles,MediaCreationTool_22H2 (1).exe,.exe,19463448,1,,False,False,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:56.4331742,,2026-04-01 13:05:05.1457600,2026-04-07 19:26:56.4331742,2026-04-01 13:05:10.9827628,2026-04-07 19:26:56.4331742,2026-04-08 12:19:35.3979461,2026-04-07 19:26:56.4331742,0,655472237,279,,,,D:\$MFT
137,1,True,118,4,.\RandomFiles,Memory- Program Loading and Address Binding (1).docx,.docx,21786,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:56.4540029,,2026-04-02 15:47:15.9277776,2026-04-07 19:26:56.4540029,2026-04-02 15:47:17.1308593,2026-04-07 19:26:56.4540029,2026-04-08 12:19:34.8236177,2026-04-07 19:26:56.4540029,0,655472271,279,,,,D:\$MFT
137,1,True,118,4,.\RandomFiles,Memory- Program Loading and Address Binding (1).docx:Zone.Identifier,.Identifier,97,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:56.4540029,,2026-04-02 15:47:15.9277776,2026-04-07 19:26:56.4540029,2026-04-02 15:47:17.1308593,2026-04-07 19:26:56.4540029,2026-04-08 12:19:34.8236177,2026-04-07 19:26:56.4540029,0,655472271,279,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://easternct.blackboard.com/
HostUrl=about:internet
",D:\$MFT
138,1,True,118,4,.\RandomFiles,"Operating System Forensics -- Messier, Ric -- 1, 2016 -- Elsevier, Syngress is an imprint of Elsevier -- 9780128019498 -- 819971f5ba4d7ae1ffdf88b7cfcde6f9 -- Anna’s Archive.pdf",.pdf,77233226,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:56.4686383,,2026-04-02 22:17:06.2719995,2026-04-07 19:26:56.4686383,2026-04-02 22:17:09.6007491,2026-04-07 19:26:56.4686383,2026-04-07 19:26:57.2564543,2026-04-07 19:26:56.4686383,0,622794613,279,,,,D:\$MFT
138,1,True,118,4,.\RandomFiles,"Operating System Forensics -- Messier, Ric -- 1, 2016 -- Elsevier, Syngress is an imprint of Elsevier -- 9780128019498 -- 819971f5ba4d7ae1ffdf88b7cfcde6f9 -- Anna’s Archive.pdf:Zone.Identifier",.Identifier,243,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:56.4686383,,2026-04-02 22:17:06.2719995,2026-04-07 19:26:56.4686383,2026-04-02 22:17:09.6007491,2026-04-07 19:26:56.4686383,2026-04-07 19:26:57.2564543,2026-04-07 19:26:56.4686383,0,622794613,279,,,"[ZoneTransfer]
ZoneId=3
HostUrl=https://drive.usercontent.google.com/download?id=1piszmdqNoeHh4OXG3f1KIvvciUOUDq9m&export=download&authuser=0&confirm=t&uuid=d1c64638-7b12-4bd8-97b1-c7ae6d9573c2&at=AGN2oQ0gAIGCfp6oc8rHO0Sf_D_K:1775168214928
",D:\$MFT
139,1,True,118,4,.\RandomFiles,Oracle_VirtualBox_Extension_Pack-7.2.6.vbox-extpack,.vbox-extpack,20040709,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:57.2574307,,2026-04-01 18:02:09.5807278,2026-04-07 19:26:57.2574307,2026-04-01 18:08:53.2229795,2026-04-07 19:26:57.2574307,2026-04-07 19:26:57.2853285,2026-04-07 19:26:57.2574307,0,622706251,279,,,,D:\$MFT
139,1,True,118,4,.\RandomFiles,Oracle_VirtualBox_Extension_Pack-7.2.6.vbox-extpack:Zone.Identifier,.Identifier,177,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:57.2574307,,2026-04-01 18:02:09.5807278,2026-04-07 19:26:57.2574307,2026-04-01 18:08:53.2229795,2026-04-07 19:26:57.2574307,2026-04-07 19:26:57.2853285,2026-04-07 19:26:57.2574307,0,622706251,279,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://www.virtualbox.org/
HostUrl=https://download.virtualbox.org/virtualbox/7.2.6/Oracle_VirtualBox_Extension_Pack-7.2.6.vbox-extpack
",D:\$MFT
140,1,True,118,4,.\RandomFiles,Outline (1).docx,.docx,30069,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:58.2772231,,2026-04-01 16:12:12.3585624,2026-04-07 19:26:58.2772231,2026-04-01 16:12:12.3606906,2026-04-07 19:26:58.2772231,2026-04-07 19:26:58.2884800,2026-04-07 19:26:58.2772231,0,622706014,279,,,,D:\$MFT
140,1,True,118,4,.\RandomFiles,Outline (1).docx:Zone.Identifier,.Identifier,150,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:58.2772231,,2026-04-01 16:12:12.3585624,2026-04-07 19:26:58.2772231,2026-04-01 16:12:12.3606906,2026-04-07 19:26:58.2772231,2026-04-07 19:26:58.2884800,2026-04-07 19:26:58.2772231,0,622706014,279,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://gdancik.github.io/CSC-450/assignments/
HostUrl=https://gdancik.github.io/CSC-450/data/hw/Outline.docx
",D:\$MFT
141,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$RIV1G4Z.docx,.docx,28692,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:58.3098208,,2026-03-31 13:40:35.4999349,,2026-04-07 19:27:54.2051596,2026-03-31 13:40:35.5055054,2026-04-07 19:27:51.0811063,2026-04-07 19:26:58.3141391,0,622723871,280,,,,D:\$MFT
141,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$RIV1G4Z.docx:Zone.Identifier,.Identifier,150,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:58.3098208,,2026-03-31 13:40:35.4999349,,2026-04-07 19:27:54.2051596,2026-03-31 13:40:35.5055054,2026-04-07 19:27:51.0811063,2026-04-07 19:26:58.3141391,0,622723871,280,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://gdancik.github.io/CSC-450/assignments/
HostUrl=https://gdancik.github.io/CSC-450/data/hw/Outline.docx
",D:\$MFT
142,1,True,118,4,.\RandomFiles,page fault- Belady's anomaly(1).pptx,.pptx,1118986,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:58.3347042,,2026-04-02 17:10:48.2765143,2026-04-07 19:26:58.3347042,2026-04-02 17:10:50.6627410,2026-04-07 19:26:58.3347042,2026-04-07 19:26:58.3428736,2026-04-07 19:26:58.3347042,0,622706195,279,,,,D:\$MFT
142,1,True,118,4,.\RandomFiles,page fault- Belady's anomaly(1).pptx:Zone.Identifier,.Identifier,97,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:58.3347042,,2026-04-02 17:10:48.2765143,2026-04-07 19:26:58.3347042,2026-04-02 17:10:50.6627410,2026-04-07 19:26:58.3347042,2026-04-07 19:26:58.3428736,2026-04-07 19:26:58.3347042,0,622706195,279,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://easternct.blackboard.com/
HostUrl=about:internet
",D:\$MFT
143,1,True,118,4,.\RandomFiles,PairwiseAlignment.docx,.docx,29241,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:58.3605621,,2026-03-31 11:21:21.0675232,2026-04-07 19:26:58.3605621,2026-03-31 11:21:21.0685591,2026-04-07 19:26:58.3605621,2026-04-07 19:26:58.3647373,2026-04-07 19:26:58.3605621,0,622706070,279,,,,D:\$MFT
143,1,True,118,4,.\RandomFiles,PairwiseAlignment.docx:Zone.Identifier,.Identifier,160,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-07 19:26:58.3605621,,2026-03-31 11:21:21.0675232,2026-04-07 19:26:58.3605621,2026-03-31 11:21:21.0685591,2026-04-07 19:26:58.3605621,2026-04-07 19:26:58.3647373,2026-04-07 19:26:58.3605621,0,622706070,279,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://gdancik.github.io/CSC-314/assignments/
HostUrl=https://gdancik.github.io/CSC-314/data/hw/PairwiseAlignment.docx
",D:\$MFT
144,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$IIV1G4Z.docx,.docx,84,1,,False,False,False,False,False,False,Archive,Posix,2026-04-07 19:27:53.7478616,,2026-04-07 19:27:53.7478616,,2026-04-07 19:27:53.7478616,,2026-04-13 11:31:26.4056410,2026-04-07 19:27:53.7478616,0,687895718,271,,,,D:\$MFT
145,1,True,5,5,.,Store,,0,1,,True,False,False,False,False,False,None,Posix,2026-04-07 19:29:39.0196403,,2026-04-07 19:29:39.0196403,,2026-04-07 19:29:46.6937399,2026-04-07 19:29:39.0196403,2026-04-13 12:28:22.5751194,2026-04-07 19:29:39.0196403,0,687899434,274,,,,D:\$MFT
146,4,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$R9PLID2.txt,.txt,99,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 12:10:10.1308298,,2026-04-08 12:10:27.2503180,,2026-04-08 12:10:36.1126588,2026-04-08 12:10:27.2510751,2026-04-08 12:10:30.3437308,2026-04-08 12:10:27.2503180,0,655114166,281,eddf0da6-3337-11f1-a5bf-e86f3838a0ef,,,D:\$MFT
147,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$I9PLID2.txt,.txt,64,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 12:10:35.9690423,,2026-04-08 12:10:35.9700152,2026-04-08 12:10:35.9690423,2026-04-08 12:10:35.9700152,2026-04-08 12:10:35.9690423,2026-04-13 11:31:26.3621912,2026-04-08 12:10:35.9690423,0,687895474,271,,,,D:\$MFT
148,2,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$RBLN5JE.txt,.txt,26,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 12:15:51.6704347,,2026-04-08 12:15:59.5609488,,2026-04-08 12:16:05.5358759,2026-04-08 12:15:59.5609488,2026-04-08 12:15:59.5609488,,0,655263311,281,eddf0eb3-3337-11f1-a5bf-e86f3838a0ef,,,D:\$MFT
149,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$IBLN5JE.txt,.txt,54,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 12:16:05.4759402,,2026-04-08 12:16:05.5352518,2026-04-08 12:16:05.4759402,2026-04-08 12:16:05.5352518,2026-04-08 12:16:05.4759402,2026-04-13 11:31:26.3726667,2026-04-08 12:16:05.4759402,0,687895533,271,,,,D:\$MFT
150,1,True,5,5,.,RandomFiles - Copy,,0,1,,True,False,False,False,False,False,NotContentIndexed,Posix,2026-04-08 12:19:43.6270257,,2026-04-08 13:56:50.7594353,2026-04-08 12:19:43.6270257,2026-04-08 13:56:50.7594353,2026-04-08 12:19:43.6270257,2026-04-08 14:41:32.7942307,2026-04-08 12:19:43.6270257,0,656803347,273,eddf0ef5-3337-11f1-a5bf-e86f3838a0ef,,,D:\$MFT
151,1,True,150,1,.\RandomFiles - Copy,adksetup.exe,.exe,2234632,1,,False,False,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:43.6299551,,2026-04-01 19:58:31.4487035,2026-04-08 12:19:43.6299551,2026-04-01 19:58:42.6112182,2026-04-08 12:19:43.6299551,2026-04-08 12:19:57.1827816,2026-04-08 12:19:43.6299551,0,655472441,279,,,,D:\$MFT
152,1,True,150,1,.\RandomFiles - Copy,Assignment3Sp26.docx,.docx,22226,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:43.7893440,,2026-04-01 11:37:50.9703557,2026-04-08 12:19:43.7893440,2026-04-01 11:37:52.3707906,2026-04-08 12:19:43.7893440,2026-04-08 12:19:43.8234031,2026-04-08 12:19:43.7893440,0,655329817,279,,,,D:\$MFT
152,1,True,150,1,.\RandomFiles - Copy,Assignment3Sp26.docx:Zone.Identifier,.Identifier,97,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:43.7893440,,2026-04-01 11:37:50.9703557,2026-04-08 12:19:43.7893440,2026-04-01 11:37:52.3707906,2026-04-08 12:19:43.7893440,2026-04-08 12:19:43.8234031,2026-04-08 12:19:43.7893440,0,655329817,279,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://easternct.blackboard.com/
HostUrl=about:internet
",D:\$MFT
153,1,True,150,1,.\RandomFiles - Copy,"Brian Carrier - File System Forensic Analysis (2005, Addison-Wesley) - libgen.li.pdf",.pdf,3472814,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:43.8288620,,2026-04-02 17:19:26.5254822,2026-04-08 12:19:43.8288620,2026-04-02 17:19:26.5254822,2026-04-08 12:19:43.8288620,2026-04-08 12:19:43.9511095,2026-04-08 12:19:43.8288620,0,655331340,279,,,,D:\$MFT
