EntryNumber,SequenceNumber,InUse,ParentEntryNumber,ParentSequenceNumber,ParentPath,FileName,Extension,FileSize,ReferenceCount,ReparseTarget,IsDirectory,HasAds,IsAds,SI<FN,uSecZeros,Copied,SiFlags,NameType,Created0x10,Created0x30,LastModified0x10,LastModified0x30,LastRecordChange0x10,LastRecordChange0x30,LastAccess0x10,LastAccess0x30,UpdateSequenceNumber,LogfileSequenceNumber,SecurityId,ObjectIdFileDroid,LoggedUtilStream,ZoneIdContents,SourceFile
153,1,True,150,1,.\RandomFiles - Copy,"Brian Carrier - File System Forensic Analysis (2005, Addison-Wesley) - libgen.li.pdf:Zone.Identifier",.Identifier,243,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:43.8288620,,2026-04-02 17:19:26.5254822,2026-04-08 12:19:43.8288620,2026-04-02 17:19:26.5254822,2026-04-08 12:19:43.8288620,2026-04-08 12:19:43.9511095,2026-04-08 12:19:43.8288620,0,655331340,279,,,"[ZoneTransfer]
ZoneId=3
HostUrl=https://drive.usercontent.google.com/download?id=16TEHiOKt3gCnAlfzsygXba7IbvIHJROe&export=download&authuser=0&confirm=t&uuid=afb59689-5e5f-48b7-bc31-1cc2011bae34&at=AGN2oQ1SsjzxpqNSiTFHeV_Fl-6U:1775150358611
",D:\$MFT
154,1,True,150,1,.\RandomFiles - Copy,COMPLETED Outline (1).docx,.docx,31709,1,,False,False,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:43.9555832,,2026-04-02 11:10:17.1128136,2026-04-08 12:19:43.9555832,2026-04-02 11:10:17.1570388,2026-04-08 12:19:43.9555832,2026-04-08 12:19:43.9989784,2026-04-08 12:19:43.9555832,0,655330954,279,,,,D:\$MFT
155,1,True,150,1,.\RandomFiles - Copy,COMPLETED Quiz 4 Cyber.pdf,.pdf,3185345,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:44.0038595,,2026-03-30 14:55:45.0507707,2026-04-08 12:19:44.0038595,2026-03-30 14:56:12.7057654,2026-04-08 12:19:44.0038595,2026-04-08 12:19:44.2687879,2026-04-08 12:19:44.0038595,0,655332041,279,,,,D:\$MFT
155,1,True,150,1,.\RandomFiles - Copy,COMPLETED Quiz 4 Cyber.pdf:Zone.Identifier,.Identifier,1536,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:44.0038595,,2026-03-30 14:55:45.0507707,2026-04-08 12:19:44.0038595,2026-03-30 14:56:12.7057654,2026-04-08 12:19:44.0038595,2026-04-08 12:19:44.2687879,2026-04-08 12:19:44.0038595,0,655332041,279,,,(Zone.Identifier data is non-resident),D:\$MFT
156,1,True,150,1,.\RandomFiles - Copy,DSCN0076.JPG,.JPG,0,1,,False,False,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:44.3226284,,2026-03-31 12:56:18.5305463,2026-04-08 12:19:44.3226284,2026-03-31 12:56:31.2484087,2026-04-08 12:19:44.3226284,2026-04-08 12:19:44.3226284,,0,655326819,279,,,,D:\$MFT
157,1,True,150,1,.\RandomFiles - Copy,DynamicProgrammingExample (1).docx,.docx,31013,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:44.3255593,,2026-04-02 18:47:10.1664956,2026-04-08 12:19:44.3255593,2026-04-02 18:51:10.0255382,2026-04-08 12:19:44.3255593,2026-04-08 12:19:44.3541113,2026-04-08 12:19:44.3255593,0,655331304,279,,,,D:\$MFT
157,1,True,150,1,.\RandomFiles - Copy,DynamicProgrammingExample (1).docx:Zone.Identifier,.Identifier,165,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:44.3255593,,2026-04-02 18:47:10.1664956,2026-04-08 12:19:44.3255593,2026-04-02 18:51:10.0255382,2026-04-08 12:19:44.3255593,2026-04-08 12:19:44.3541113,2026-04-08 12:19:44.3255593,0,655331304,279,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://gdancik.github.io/CSC-314/notes/
HostUrl=https://gdancik.github.io/CSC-314/data/notes/DynamicProgrammingExample.docx
",D:\$MFT
158,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$RKDI0OD.docx,.docx,51697,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:44.3580080,,2026-03-31 18:53:57.1227144,,2026-04-08 13:56:50.7125585,2026-03-31 18:53:57.1293799,2026-04-08 12:19:44.3997149,,2224,656788620,280,,,,D:\$MFT
158,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$RKDI0OD.docx:Zone.Identifier,.Identifier,165,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:44.3580080,,2026-03-31 18:53:57.1227144,,2026-04-08 13:56:50.7125585,2026-03-31 18:53:57.1293799,2026-04-08 12:19:44.3997149,,2224,656788620,280,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://gdancik.github.io/CSC-314/notes/
HostUrl=https://gdancik.github.io/CSC-314/data/notes/DynamicProgrammingExample.docx
",D:\$MFT
159,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$R2B5GV0.pdf,.pdf,0,1,,False,False,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:44.4075977,,2026-03-31 12:55:05.1336506,,2026-04-08 13:56:50.7441214,2026-03-31 12:55:21.8942066,2026-04-08 12:19:44.4075977,,2944,656789821,280,,,,D:\$MFT
160,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$RWF6GYC.exe,.exe,19463448,1,,False,False,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:44.4186660,,2026-04-01 13:05:05.1457600,,2026-04-08 13:56:50.7594353,2026-04-01 13:05:10.9827628,2026-04-08 14:38:14.3110557,2026-04-08 13:56:48.6068445,3680,656799776,280,,,,D:\$MFT
161,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$R1NZHFE.docx,.docx,21786,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:44.6892691,,2026-04-02 15:47:15.9277776,,2026-04-08 13:56:50.7594353,2026-04-02 15:47:17.1308593,2026-04-08 12:19:44.7170052,,4528,656792294,280,,,,D:\$MFT
161,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$R1NZHFE.docx:Zone.Identifier,.Identifier,97,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:44.6892691,,2026-04-02 15:47:15.9277776,,2026-04-08 13:56:50.7594353,2026-04-02 15:47:17.1308593,2026-04-08 12:19:44.7170052,,4528,656792294,280,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://easternct.blackboard.com/
HostUrl=about:internet
",D:\$MFT
162,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$RDUJFEV.pdf,.pdf,77233226,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:44.7218919,,2026-04-02 22:17:06.2719995,,2026-04-08 12:20:05.7945407,2026-04-02 22:17:09.6007491,2026-04-08 12:19:46.0946549,,0,655346959,280,,,,D:\$MFT
162,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$RDUJFEV.pdf:Zone.Identifier,.Identifier,243,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:44.7218919,,2026-04-02 22:17:06.2719995,,2026-04-08 12:20:05.7945407,2026-04-02 22:17:09.6007491,2026-04-08 12:19:46.0946549,,0,655346959,280,,,"[ZoneTransfer]
ZoneId=3
HostUrl=https://drive.usercontent.google.com/download?id=1piszmdqNoeHh4OXG3f1KIvvciUOUDq9m&export=download&authuser=0&confirm=t&uuid=d1c64638-7b12-4bd8-97b1-c7ae6d9573c2&at=AGN2oQ0gAIGCfp6oc8rHO0Sf_D_K:1775168214928
",D:\$MFT
163,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$RQTLCO7.vbox-extpack,.vbox-extpack,20040709,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:46.0998294,,2026-04-01 18:02:09.5807278,,2026-04-08 12:20:05.7981601,2026-04-01 18:08:53.2229795,2026-04-08 12:19:46.3679769,,0,655347682,280,,,,D:\$MFT
163,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$RQTLCO7.vbox-extpack:Zone.Identifier,.Identifier,177,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:46.0998294,,2026-04-01 18:02:09.5807278,,2026-04-08 12:20:05.7981601,2026-04-01 18:08:53.2229795,2026-04-08 12:19:46.3679769,,0,655347682,280,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://www.virtualbox.org/
HostUrl=https://download.virtualbox.org/virtualbox/7.2.6/Oracle_VirtualBox_Extension_Pack-7.2.6.vbox-extpack
",D:\$MFT
164,5,True,11,11,.\$Extend,$UsnJrnl,,41832,1,,False,True,False,False,False,False,Hidden|System|SparseFile,Posix,2026-04-08 13:47:11.2262723,,2026-04-08 13:47:11.2262723,,2026-04-08 13:47:11.2262723,,2026-04-08 13:47:11.2262723,,0,687894558,257,,,,D:\$MFT
164,5,True,11,11,.\$Extend,$UsnJrnl:$J,,41832,1,,False,False,True,False,False,False,Hidden|System|SparseFile,Posix,2026-04-08 13:47:11.2262723,,2026-04-08 13:47:11.2262723,,2026-04-08 13:47:11.2262723,,2026-04-08 13:47:11.2262723,,0,687894558,257,,,,D:\$MFT
164,5,True,11,11,.\$Extend,$UsnJrnl:$Max,,32,1,,False,False,True,False,False,False,Hidden|System|SparseFile,Posix,2026-04-08 13:47:11.2262723,,2026-04-08 13:47:11.2262723,,2026-04-08 13:47:11.2262723,,2026-04-08 13:47:11.2262723,,0,687894558,257,,,,D:\$MFT
165,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$R8JQMV4.pptx,.pptx,1118986,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:46.5261379,,2026-04-02 17:10:48.2765143,,2026-04-08 12:20:05.7680964,2026-04-02 17:10:50.6627410,2026-04-08 15:29:27.8968411,2026-04-08 12:19:46.9235660,0,656807005,280,,,,D:\$MFT
165,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$R8JQMV4.pptx:Zone.Identifier,.Identifier,97,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:46.5261379,,2026-04-02 17:10:48.2765143,,2026-04-08 12:20:05.7680964,2026-04-02 17:10:50.6627410,2026-04-08 15:29:27.8968411,2026-04-08 12:19:46.9235660,0,656807005,280,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://easternct.blackboard.com/
HostUrl=about:internet
",D:\$MFT
166,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$RF79SPY.docx,.docx,29241,1,,False,True,False,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:46.9274077,,2026-03-31 11:21:21.0675232,,2026-04-08 12:20:05.7916125,2026-03-31 11:21:21.0685591,2026-04-08 15:29:27.9738377,2026-04-08 12:19:46.9696153,0,656807039,280,,,,D:\$MFT
166,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$RF79SPY.docx:Zone.Identifier,.Identifier,160,1,,False,False,True,False,False,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:46.9274077,,2026-03-31 11:21:21.0675232,,2026-04-08 12:20:05.7916125,2026-03-31 11:21:21.0685591,2026-04-08 15:29:27.9738377,2026-04-08 12:19:46.9696153,0,656807039,280,,,"[ZoneTransfer]
ZoneId=3
ReferrerUrl=https://gdancik.github.io/CSC-314/assignments/
HostUrl=https://gdancik.github.io/CSC-314/data/hw/PairwiseAlignment.docx
",D:\$MFT
167,1,True,150,1,.\RandomFiles - Copy,Windows_ADK_10.1.26100.2454_Update_KB5079391,,0,1,,True,False,False,False,False,False,NotContentIndexed,Posix,2026-04-08 12:19:46.9742443,,2026-04-08 12:19:51.8397204,2026-04-08 12:19:46.9742443,2026-04-08 12:19:51.8397204,2026-04-08 12:19:46.9742443,2026-04-08 13:56:37.6505281,2026-04-08 12:19:46.9742443,0,656794010,273,,,,D:\$MFT
168,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,Appman Sequencer on amd64-x64_en-us.msp,.msp,91561984,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:47.0162895,,2026-03-24 20:29:26.0000000,2026-04-08 12:19:47.0162895,2026-04-01 20:03:38.6857105,2026-04-08 12:19:47.0162895,2026-04-08 12:19:48.1761690,2026-04-08 12:19:47.0162895,0,655349407,279,,,,D:\$MFT
168,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,Appman Sequencer on amd64-x64_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:47.0162895,,2026-03-24 20:29:26.0000000,2026-04-08 12:19:47.0162895,2026-04-01 20:03:38.6857105,2026-04-08 12:19:47.0162895,2026-04-08 12:19:48.1761690,2026-04-08 12:19:47.0162895,0,655349407,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
169,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,Appman Sequencer on x86-x86_en-us.msp,.msp,84307968,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:48.1810516,,2026-03-24 20:29:20.0000000,2026-04-08 12:19:48.1810516,2026-04-01 20:03:39.4868283,2026-04-08 12:19:48.1810516,2026-04-08 12:19:50.3347862,2026-04-08 12:19:48.1810516,0,655355090,279,,,,D:\$MFT
169,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,Appman Sequencer on x86-x86_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:48.1810516,,2026-03-24 20:29:20.0000000,2026-04-08 12:19:48.1810516,2026-04-01 20:03:39.4868283,2026-04-08 12:19:48.1810516,2026-04-08 12:19:50.3347862,2026-04-08 12:19:48.1810516,0,655355090,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
170,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,OA3Tool-x86_en-us.msp,.msp,1634304,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:50.5573984,,2026-03-24 20:29:17.0000000,2026-04-08 12:19:50.5573984,2026-04-01 20:03:39.5025000,2026-04-08 12:19:50.5573984,2026-04-08 12:19:50.8749980,2026-04-08 12:19:50.5573984,0,655340432,279,,,,D:\$MFT
170,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,OA3Tool-x86_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:50.5573984,,2026-03-24 20:29:17.0000000,2026-04-08 12:19:50.5573984,2026-04-01 20:03:39.5025000,2026-04-08 12:19:50.5573984,2026-04-08 12:19:50.8749980,2026-04-08 12:19:50.5573984,0,655340432,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
171,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,OACheck-x86_en-us.msp,.msp,1462272,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:50.8789047,,2026-03-24 20:29:17.0000000,2026-04-08 12:19:50.8789047,2026-04-01 20:03:39.5146110,2026-04-08 12:19:50.8789047,2026-04-08 12:19:51.0741529,2026-04-08 12:19:50.8789047,0,655340636,279,,,,D:\$MFT
171,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,OACheck-x86_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:50.8789047,,2026-03-24 20:29:17.0000000,2026-04-08 12:19:50.8789047,2026-04-01 20:03:39.5146110,2026-04-08 12:19:50.8789047,2026-04-08 12:19:51.0741529,2026-04-08 12:19:50.8789047,0,655340636,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
172,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,OATool-x86_en-us.msp,.msp,258048,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:51.2005110,,2026-03-24 20:29:17.0000000,2026-04-08 12:19:51.2005110,2026-04-01 20:03:39.5193261,2026-04-08 12:19:51.2005110,2026-04-08 12:19:51.6809961,2026-04-08 12:19:51.2005110,0,655341150,279,,,,D:\$MFT
172,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,OATool-x86_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:51.2005110,,2026-03-24 20:29:17.0000000,2026-04-08 12:19:51.2005110,2026-04-01 20:03:39.5193261,2026-04-08 12:19:51.2005110,2026-04-08 12:19:51.6809961,2026-04-08 12:19:51.2005110,0,655341150,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
173,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,Volume Activation Management Tool-x86_en-us.msp,.msp,864256,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:51.6848965,,2026-03-24 20:29:17.0000000,2026-04-08 12:19:51.6848965,2026-04-01 20:03:39.5285044,2026-04-08 12:19:51.6848965,2026-04-08 12:19:51.8358208,2026-04-08 12:19:51.6848965,0,655341262,279,,,,D:\$MFT
173,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,Volume Activation Management Tool-x86_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:51.6848965,,2026-03-24 20:29:17.0000000,2026-04-08 12:19:51.6848965,2026-04-01 20:03:39.5285044,2026-04-08 12:19:51.6848965,2026-04-08 12:19:51.8358208,2026-04-08 12:19:51.6848965,0,655341262,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
174,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,Windows System Image Manager-x86_en-us.msp,.msp,33853440,1,,False,True,False,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:51.8397204,,2026-03-24 20:29:20.0000000,2026-04-08 12:19:51.8397204,2026-04-01 20:03:39.8688643,2026-04-08 12:19:51.8397204,2026-04-08 12:19:52.6862232,2026-04-08 12:19:51.8397204,0,655349379,279,,,,D:\$MFT
174,1,True,167,1,.\RandomFiles - Copy\Windows_ADK_10.1.26100.2454_Update_KB5079391,Windows System Image Manager-x86_en-us.msp:Zone.Identifier,.Identifier,26,1,,False,False,True,False,True,True,Archive|NotContentIndexed,Posix,2026-04-08 12:19:51.8397204,,2026-03-24 20:29:20.0000000,2026-04-08 12:19:51.8397204,2026-04-01 20:03:39.8688643,2026-04-08 12:19:51.8397204,2026-04-08 12:19:52.6862232,2026-04-08 12:19:51.8397204,0,655349379,279,,,"[ZoneTransfer]
ZoneId=3
",D:\$MFT
175,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$I8JQMV4.pptx,.pptx,146,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 12:20:05.7671195,,2026-04-08 12:20:05.7671195,,2026-04-08 12:20:05.7671195,,2026-04-13 11:31:26.3382416,2026-04-08 12:20:05.7671195,0,687895356,271,,,,D:\$MFT
176,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$IF79SPY.docx,.docx,118,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 12:20:05.7906309,,2026-04-08 12:20:05.7909196,2026-04-08 12:20:05.7906309,2026-04-08 12:20:05.7909196,2026-04-08 12:20:05.7906309,2026-04-13 11:31:26.3914817,2026-04-08 12:20:05.7906309,0,687895659,271,,,,D:\$MFT
177,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$IDUJFEV.pdf,.pdf,426,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 12:20:05.7935648,,2026-04-08 12:20:05.7935648,,2026-04-08 12:20:05.7935648,,2026-04-13 11:31:26.3839644,2026-04-08 12:20:05.7935648,0,687895600,271,,,,D:\$MFT
178,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$IQTLCO7.vbox-extpack,.vbox-extpack,176,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 12:20:05.7965350,,2026-04-08 12:20:05.7965350,,2026-04-08 12:20:05.7965350,,2026-04-13 11:31:26.4345285,2026-04-08 12:20:05.7965350,0,687895836,271,,,,D:\$MFT
179,7,True,50,4,.\VirtualBox\Windows,Windows.vbox-prev,.vbox-prev,34842,1,,False,False,False,False,False,False,Archive,Posix,2026-04-09 12:32:25.5500259,,2026-04-09 12:32:25.5500259,,2026-04-09 12:38:04.1124314,2026-04-09 12:32:25.6067697,2026-04-09 12:32:25.5500259,,37144,662583673,282,,,,D:\$MFT
180,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$I2B5GV0.pdf,.pdf,114,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 13:56:50.7441214,,2026-04-08 13:56:50.7441214,,2026-04-08 13:56:50.7441214,,2026-04-13 11:31:26.0328104,2026-04-08 13:56:50.7441214,2488,687895297,271,,,,D:\$MFT
181,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$IWF6GYC.exe,.exe,134,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 13:56:50.7441214,,2026-04-08 13:56:50.7441214,,2026-04-08 13:56:50.7441214,,2026-04-13 11:31:26.4457376,2026-04-08 13:56:50.7441214,3208,687895895,271,,,,D:\$MFT
182,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$I1NZHFE.docx,.docx,178,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 13:56:50.7594353,,2026-04-08 13:56:50.7594353,,2026-04-08 13:56:50.7594353,,2026-04-13 11:31:26.0244844,2026-04-08 13:56:50.7594353,3944,687895120,271,,,,D:\$MFT
183,2,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$R8M3V6F.txt,.txt,10,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 14:37:55.2356821,,2026-04-08 14:37:55.2364536,,2026-04-08 14:38:09.1927234,2026-04-08 14:37:55.2495361,2026-04-08 14:37:55.2364536,,5936,656798440,281,eddf19bf-3337-11f1-a5bf-e86f3838a0ef,,,D:\$MFT
184,1,True,66,1,.\$RECYCLE.BIN\S-1-5-21-3413159508-1609183581-846010861-1001,$I8M3V6F.txt,.txt,64,1,,False,False,False,False,False,False,Archive,Posix,2026-04-08 14:38:09.1896881,,2026-04-08 14:38:09.1896881,,2026-04-08 14:38:09.1896881,,2026-04-13 11:31:26.3505902,2026-04-08 14:38:09.1896881,5496,687895415,271,,,,D:\$MFT
185,2,True,5,5,.,ShiftDelete,,0,1,,True,False,False,False,False,False,None,Posix,2026-04-08 18:14:42.8954591,,2026-04-08 18:14:42.8954591,,2026-04-08 18:14:47.1000414,2026-04-08 18:14:42.8954591,2026-04-13 12:28:20.9395702,2026-04-08 18:14:42.8954591,7272,687900447,273,eddf23b6-3337-11f1-a5bf-e86f3838a0ef,,,D:\$MFT
186,1,True,5,5,.,RecycleBinDelete,,0,1,,True,False,False,False,False,False,None,Posix,2026-04-08 18:14:52.0844586,,2026-04-08 18:14:52.0844586,,2026-04-08 18:15:02.0382695,2026-04-08 18:14:52.0844586,2026-04-13 12:28:23.2375298,2026-04-08 18:14:52.0844586,7912,687899493,273,eddf23b7-3337-11f1-a5bf-e86f3838a0ef,,,D:\$MFT
187,1,True,5,5,.,Cipher,,0,1,,True,False,False,False,False,False,None,Posix,2026-04-08 18:15:08.5269682,,2026-04-08 18:15:08.5269682,,2026-04-08 18:15:11.4861677,2026-04-08 18:15:08.5269682,2026-04-08 18:15:08.5269682,,8496,656814719,273,eddf23b8-3337-11f1-a5bf-e86f3838a0ef,,,D:\$MFT
188,5,True,50,4,.\VirtualBox\Windows,Windows.vbox,.vbox,34842,1,,False,False,False,False,False,False,Archive,Posix,2026-04-09 12:38:03.9887586,,2026-04-09 12:38:03.9887586,,2026-04-09 12:38:04.1136495,2026-04-09 12:38:03.9887586,2026-04-09 12:38:03.9887586,,37424,662584114,282,,,,D:\$MFT
189,2,False,44,17,.\Downloads,cf9efd1c-245c-4fde-a3f7-95bbb011d017.tmp,.tmp,9945040,1,,False,False,False,False,False,False,Archive,Posix,2026-04-13 10:56:35.4534302,,2026-04-13 10:56:35.8049956,2026-04-13 10:56:35.4534302,2026-04-13 10:56:35.8049956,2026-04-13 10:56:35.4534302,2026-04-13 10:56:35.8049956,2026-04-13 10:56:35.4534302,41544,687894476,278,,,,D:\$MFT
